poi_id,name,destination,region,destination_type,capacity_index,category,asset_type,lat,lon,stars,cuisine,website
1677723371,NH Barcelona Stadium,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3814493,2.1271459,,,
1681460715,Park Hotel Barcelona,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3842359,2.1843645,3.0,,https://parkhotelbarcelona.com/
1722117636,Ayre Hotel Rosellón,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.4047213,2.1728228,,,https://www.ayrehoteles.com/en/hotels/ayre-hotel-rosellon-barcelona/the-hotel/home/
1734020650,Catalonia Barcelona Plaza,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3755271,2.1483738,4.0,,
1768777958,Hotel Sant Pau,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.4139882,2.1776964,2.0,,https://www.hotelsantpau.com
1786955026,Grupotel Gran Via 678,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3924648,2.1727542,4.0,,https://grupotel.com/en/hotels/barcelona/barcelona/gran-via-678
1869997058,Bed and Beach,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3940651,2.1982123,,,
1870096318,Hotel Jazz,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3860573,2.1657768,3.0,,
1954919478,Pensión Peiró et Hostal Apolo,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3738006,2.1694581,,,
1954922383,HCC St. Moritz,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.391097,2.1682549,,,https://www.hcchotels.com/hcc-st-moritz/
1958643722,Hotel MidMost Barcelona,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3856916,2.1659374,4.0,,https://www.hotelmidmost.com/
1958652536,Majestic Residence,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3931756,2.1631439,,,
1958654612,Murmuri Residence,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3943122,2.1598783,,,
1964221740,Aura Park,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3601004,2.1077184,,,https://www.auraparkaparthotel.com/
1976289126,Pillow One Hostal,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3771034,2.1752358,,,
1980989583,Hotel U232,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3895385,2.1490319,,,
2001198699,Hotel Sant Agusti,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.380673,2.1714569,,,
2010799991,Boutique Bed and Breakfast Barcelona,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3939273,2.1653435,,,
2012518228,Hotel Sant Antoni,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3997255,2.1775408,,,https://www.hotelbcnsantantoni.com/
2012525633,Hotel Aranea,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3983332,2.1757625,3.0,,
2035238334,Hostal Canigó,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.41536,2.1770324,,,
2058694723,Unknown,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3980042,2.1489468,,,
2119915619,HCC Lugano,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3752421,2.1556479,3.0,,https://www.hcchotels.com/hcc-lugano/
2122305589,Pol & Grace Hotel,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.4017429,2.1477414,4.0,,https://www.polgracehotel.es/
2122722735,Arc hotel Irla,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3947875,2.1434626,,,
2158865614,TwentyTu Hi-Tech Hostel,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3989308,2.1885275,,,
2165080509,Hotel Toledano,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3850716,2.170682,,,
2165084419,Pension Capitol,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3850165,2.170725,2.0,,
2192259029,Hostal Ona Barcelona,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3958434,2.1717061,,,
2200457797,Angla Boutique Apartments,Barcelona,Cataluña,urban,92,accommodation,Alojamiento,41.3846716,2.156759,,,
